,FACID,facname,factype,facurl,facloc,abouturl,textfromurl
114,201,Catholic Charities of the Archdiocese of Chicago,safety net,http://www.catholiccharities.net/," Metro, West Suburban, North-Northwest, South-Southwest",http://www.catholiccharities.net/AboutUs/MissionValues.aspx,"Mission & Values A Mission Rooted in Catholic Social Teaching: We Serve Everyone Regardless of Faith... 
Catholic Charities fulfills the Church’s role in the mission of charity to anyone in need by providing compassionate, competent and professional services that strengthen and support individuals, families and communities based on the value and dignity of human life. In order to remain faithful to our mission, Catholic Charities is guided by these core values: Respect, Compassion, Competence and Stewardship.

Our mission and values are based on the firm foundation of Catholic Social Teaching, a collection of themes developed in papal and other writings over the course of the Church’s history. These themes include the belief that human life is sacred; that all humans have inherent dignity, rights and responsibilities; that social structures like marriage and the family must be supported; that the needs of the poor and vulnerable must be met; and that we must be responsible stewards of God’s creation.

Far from limiting our focus, our Catholic identity and values enable us to truly be “universal,” which is what “catholic” really means. The tenets of Catholic Social Teaching call us to serve everyone, regardless of their belief or background, and to employ anyone, not just Catholics, who commits to our mission. Christ reached out to people of all faiths, and Catholic Charities does the same, with the goal of transforming lives for the better. About Us:  Who We Are What We Do Our Supporters "
115,205,Chinese American Service League,safety net,http://www.caslservice.org/, Metro,https://www.caslservice.org/who-we-are/,"
Chinese American Service League
  2141 South Tan Court  |  Chicago, IL  |  60616  |  312.791.0418 Stay Connected to CASL! Secondary Menu Who We Are In the fall of 1978, ten dedicated Chinese Americans came together to bridge the gap in services for Chinese American immigrants in Chicago. Their passion and commitment ignited the spark for the Chinese American Service League (CASL), which has since burgeoned into a nurturing hub in the heart of Chinatown. Today, almost 40 years later, CASL is the largest, most comprehensive social service agency in the Midwest dedicated to serving the needs of Chinese Americans. At CASL, we welcome all who walk through our doors regardless of race, ethnicity, religion, gender, age, lifestyle, and needs. We serve over 11,000 diverse clients each year: With more than 500 multilingual and multicultural professional and support staff — complemented by a team of over 250 dedicated volunteers — we offer our clients vital physical, economic, mental, and social support. Our $13+ million budget — which includes generous contributions from individuals, foundations, and corporate donors — supports programming that primarily serves immigrants who often lack formal education, possess few transferable job skills, and know little of the new world around them. Since many of these individuals do not speak English and sometimes have no family or friends in the area, CASL becomes their instant family, friend, and teacher. With our support, CASL clients become thriving residents of the greater Chicago community, making valuable contributions as independent, productive members of society. In the words of one of those clients, “We had nothing but our dreams. The Chinese American Service League helped us realize them.” CASL Materials CASL Connections Footer Menu "
116,205,Chinese American Service League,safety net,http://www.caslservice.org/, Metro,https://www.caslservice.org/history-and-mission/,"
Chinese American Service League
  2141 South Tan Court  |  Chicago, IL  |  60616  |  312.791.0418 Stay Connected to CASL! Secondary Menu History and Mission In the fall of 1978, ten dedicated Chinese Americans came together to bridge the gap in services for Chinese American immigrants in Chicago. Their passion and commitment ignited the spark for the Chinese American Service League (CASL), which has since burgeoned into a nurturing hub in the heart of Chinatown. Today, almost 40 years later, CASL is the largest, most comprehensive social service agency in the Midwest dedicated to serving the needs of Chinese Americans. At CASL, we welcome all who walk through our doors regardless of race, ethnicity, religion, gender, age, lifestyle, and needs. We serve over 11,000 diverse clients each year: With more than 500 multilingual and multicultural professional and support staff — complemented by a team of over 250 dedicated volunteers — we offer our clients vital physical, economic, mental, and social support. Our $13+ million budget — which includes generous contributions from individuals, foundations, and corporate donors — supports programming that primarily serves immigrants who often lack formal education, possess few transferable job skills, and know little of the new world around them. Since many of these individuals do not speak English and sometimes have no family or friends in the area, CASL becomes their instant family, friend, and teacher. With our support, CASL clients become thriving residents of the greater Chicago community, making valuable contributions as independent, productive members of society. In the words of one of those clients, “We had nothing but our dreams. The Chinese American Service League helped us realize them.” CASL Materials CASL Connections Footer Menu "
117,208,Crisis Center for South Suburbia,safety net,https://crisisctr.org/, South-Southwest,https://crisisctr.org/about/mission-history/,"Mission – History About Mission Statement The Crisis Center for South Suburbia is a non-profit community organization that provides emergency shelter and other essential services for individuals and families victimized by domestic violence and addresses the societal issues that contribute to domestic violence. History 1976—The Committee on Women of the Palos Branch of the American Association University Women began to study the issue of domestic violence. They visited safe houses, attended conferences, read extensively on the subject and prepared a comprehensive bibliography.   1978—The committee established a “hotline” in a member’s kitchen. They began documenting the calls they received from battered women seeking safety and support. That spring, the group received seed money from the American Association of University Women to begin training volunteers and to provide services to clients.   1979—The group had obtained their incorporation as a not-for-profit agency and had established a primary catchment area comprised of the ten townships south of Chicago. Eight beds were secured at a local community center and professional counselors were hired. 1980—A farmhouse, capable of sheltering nineteen women and children was secured by the agency. Counseling sessions took place on the back porch in the summer, and in the busy living room in colder weather. Staff, volunteers and nineteen clients shared a single bathroom.   1980-1989—The Crisis Center would continue to work out of the farmhouse, expanding services and implementing new programs over the next nine years.   1986-1993— In1986, Neat Repeats opened in Blue Island as a way to channel clothing donations for clients and to raise funds for programs and services.  In 1988, Neat Repeats moved to Worth.  In 1993, Neat Repeats moved to its current location in Worth.   1989—The board of directors initiated a capital campaign to construct a new shelter. In the subsequent three years, $1.3 million was raised.   1991—The board of directors, volunteers, staff and nineteen women and their children moved into a new 35-bed shelter facility. This facility is home to the Crisis Center for South Suburbia today.   1996—Due to the growth of the agency, a garage, multi-purpose room, and additional office space was added to the facility.   2001—The Crisis Center announced its Bridges Transitional Housing Program as it continued it’s comprehensive services to victims of domestic violence.   2001—Construction of a 3,000 square foot addition was completed, including nine counseling offices, a group counseling room, and a computer room, and was dedicated as the Elizabeth F. Mahar Counseling Center on Wednesday, September 19, 2001.   2002—The Crisis Center announced its Community Policing Program to better assist domestic violence victims seeking assistance through law enforcement.   2002—The Crisis Center opened its second Neat Repeats resale store in a new strip mall located at 9020 W. 159th Street, Orland Park.   2002—The Crisis Center received the President’s Community Volunteer Award from President George Bush.   2003—The Crisis Center is 25 years strong!   2005—An apartment building was purchased for the Transitional Housing Program.   2005—A new logo was introduced, with outstretched arms representing the comprehensive nature of the services offered through the Crisis Center.   2007—A new playground was built with new equipment and flooring, offering a safe outdoor play environment for the children staying at the shelter.   2008—The Crisis Center began its 30 year anniversary, remembering its founder, Dianne Masters, and honoring the many victims and survivors of domestic violence whose lives have been touched by of the vision and passion of its founding mothers.    2010 – The Crisis Center entered the social media world with a page on Facebook, offering a new way to post photos, announce upcoming events, and connect with friends.   2012 – Neat Repeats Orland Park moved to a new location. With expanded space, Neat Repeats generates increased revenue.   2011 – 2013 – Expanded Transitional Housing funding allows the Crisis Center to increase the program from three units to nine.   2014 – The Crisis Center for South Suburbia has provided services for victims of domestic violence for 35 years! Connect With Us Twitter
 
 Facebook
 
 YouTube
 
 Join Our Email List Email Address   First Name   Last Name   Our Trusted Partners Site Map  |  Terms of Use  |  Privacy Policy
				©2016 The Crisis Center for South Suburbia. All rights reserved. "
118,209,Deborah’s Place,safety net,http://www.deborahsplace.org/, Metro,https://www.deborahsplace.org/about/," We open doors for women experiencing homelessness About Deborah’s Place Deborah’s Place is the oldest and largest provider of housing for women experiencing homelessness in Chicago. Locally and nationally, we’re recognized as a leading agency among homeless service providers. We work collaboratively with our tenants, try innovative new approaches, and deliver high-quality services. Learn more about our mission and history. Inspiration to Give Back: Lisa’s Story  Keep our doors open for women in need. Stay Connected Sign up for our monthly email updates and get to know Deborah’s Place.   
  Events 
Taco Tuesday at Lagunitas TapRoom
 

			View More…		
 Updates The Home Page Spring 2017  We open doors for women experiencing homelessness       About Us Our Programs Contact Us Our Updates & Events Volunteer Careers   Deborah’s Place Administrative Offices 2822 W Jackson Blvd Chicago, IL 60612 Phone: 773-722-5080 Email: info@deborahsplace.org  BOARD LOGIN Copyright © 2015, Deborah’s Place        |           Privacy Policy   "
119,209,Deborah’s Place,safety net,http://www.deborahsplace.org/, Metro,https://www.deborahsplace.org/about/mission-history/," We open doors for women experiencing homelessness Mission & History Our Mission Deborah’s Place opens doors of opportunity for women who are homeless in Chicago. Supportive housing and services offer women their key to healing, achieving their goals and moving on from the experience of homelessness. We seek to fulfill our mission through the expression of our core values: Our History Since 1985, Deborah’s Place has provided compassionate care to women experiencing homelessness. In that time, we’ve continually improved our programs and services. Deborah’s Place began by offering emergency overnight shelter in a church gym. Responding to the needs of participants, the overnight shelter was followed with a day program called Irene’s. Here, women could begin healing from trauma through art therapy and other resources. Following the day program, Marah’s was opened as a transitional housing program in 1988. With Marah’s, Deborah’s Place took an important step towards providing a safe environment 24 hours a day. This strategic direction towards more comprehensive services continued as we began offering case management and developing our first permanent supportive housing, which opened in 1995. Additional milestones in our history include:  Keep our doors open for women in need. Stay Connected Sign up for our monthly email updates and get to know Deborah’s Place.   
  Events 
Taco Tuesday at Lagunitas TapRoom
 

			View More…		
 Updates The Home Page Spring 2017  We open doors for women experiencing homelessness       About Us Our Programs Contact Us Our Updates & Events Volunteer Careers   Deborah’s Place Administrative Offices 2822 W Jackson Blvd Chicago, IL 60612 Phone: 773-722-5080 Email: info@deborahsplace.org  BOARD LOGIN Copyright © 2015, Deborah’s Place        |           Privacy Policy   "
120,210,DuPage PADS,safety net,http://dupagepads.org/, West Suburban,http://dupagepads.org/about/,"About DuPagePads DuPagePads´ Mission is to End Homelessness in DuPage County. Hello, I believe that in DuPage County, we can all do something incredible; we can work together to offer people hope and possibility. We are focused on results and committed to the promise we made to end homelessness in our community. You, our donors, partners, and volunteers make DuPagePads an agency of positive change in the lives of people in crisis in DuPage County. Thank you for your inspiration, commitment, and energy! I challenge each one of us to be visionaries. Partner with us — invest in our mission and envision a county where everyone can have a place to call home. Gratefully, Carol Simler
Executive Director DuPagePads is so much more than a pad on the floor. DuPagePads is about the journey home. It’s about the journey from dependency to self-sufficiency. Not the shelter. Not the nights spent in a car, in a motel room or on the street. DuPagePads is a journey that begins with an extended hand, an affirming voice, and a trusting soul that will advocate undividedly for each individual. The solution to end homelessness. Starts with housing. The solution to end homelessness is more complex than providing individuals with food and shelter. Founded in 1985, DuPagePads is the largest provider of interim and permanent housing, coupled with support services in order to help individuals work toward becoming self-sufficient. These vital support services enable the individuals we help to receive case management and life coaching, employment support such as job coaching, as well as engagement with employers—effectively stopping the cycle of homelessness. DuPagePads IS the solution to end homelessness—because when someone believes in you, everything can change.  Click here to find more success stories. Click here for our agency brochure     Search About DuPagePads Contact DuPagePads 601 West Liberty, Wheaton, IL 60187
Phone: (630) 682·3846 Contact Us  Join Our E-Mail List Upcoming Events 11th Annual Taste of Hope
Thursday, March 2, 2017, 6:00pm-9:00pm  Experience signature dishes from 25 of the area’s leading upscale restaurants in one evening at Drury Lane. Guests can enjoy wine pairings, unforgettable live and silent auction items, mobile bidding, raffles and more!
Learn More  Latest Tweets Hosting Congregations Full List of Support Congregations Community Benefactors Community Partnerships "
121,213,"Family Shelter Service, Inc.",safety net,http://www.familyshelterservice.org/, West Suburban,http://www.familyshelterservice.org/about-us/,"About Us  Welcome! As Executive Director of Family Shelter Service, I am pleased to welcome you to our website. The Family Shelter Service website is an easy way for you to learn about the agency’s mission of providing help and hope for victims of domestic abuse and their families. On our website, you will find information that will keep you current on developments in the agency and will empower you to make a difference. I encourage you to use our website as a gateway to our programs and services, special events, giving opportunities, and domestic abuse resources. On behalf of all of us at Family Shelter Service, thank you for visiting and for your interest in creating a safe community for all. Judie Caribeaux   Benefit Family Shelter Service when you shop Amazon Our Mission 
  Annual Report FY 2014-15 Next Training April 29-May 20 Next Training April 29-May 20 Visit our Story Project website Family Shelter Service FY 2014-15 Annual Report Family Shelter Journals 
(c) 2014 Family Shelter Service - 605 E. Roosevelt Road Wheaton, Illinois 60187 | Tel: 630-221-8290 | Fax: 630-221-8098 | Hotline: 630-469-5650
 "
122,213,"Family Shelter Service, Inc.",safety net,http://www.familyshelterservice.org/, West Suburban,http://www.familyshelterservice.org/family-shelters-two-second-chance-resale-shops/,"The Second Chance Resale Shops: A place where our clients can shop free of charge and a revenue stream to support our mission   Family Shelter’s two Second Chance resale shops serve several important functions for our organization: Stop by and say “hi” sometime. We’d love to have you browse our fabulous stores. Or give us a call at the phone numbers below. Hours (both locations):  Mon., Wed., Fri., Sat.: 10 a.m. – 5 p.m. Tues. & Thurs.: 10 a.m. – 8 p.m. Donations accepted Mon.-Sat. 10 a.m. – 4 p.m.   South Store: 1131 Fairview Ave., Westmont  Corner of Fairview & 63rd 630-241-7268   Central Store: 1512 N. Naper Blvd., Naperville  Corner of Naper & Ogden 630-955-9599 Benefit Family Shelter Service when you shop Amazon Our Mission 
  Annual Report FY 2014-15 Next Training April 29-May 20 Next Training April 29-May 20 Visit our Story Project website Family Shelter Service FY 2014-15 Annual Report Family Shelter Journals 
(c) 2014 Family Shelter Service - 605 E. Roosevelt Road Wheaton, Illinois 60187 | Tel: 630-221-8290 | Fax: 630-221-8098 | Hotline: 630-469-5650
 "
123,217,Heartland Alliance for Human Needs & Human Rights,safety net,http://www.heartlandalliance.org/," Metro, North-Northwest",https://www.heartlandalliance.org/vision," Vision & Strategy Equity.
Opportunity.
For all. We believe society is better for everyone when all of us can participate, prosper, and reach our full potential. TAKING ON SOCIETY’S TOUGHEST PROBLEMS We are not afraid. We listen and learn. We figure out what needs to be done, and we work with others to do it. Heartland Alliance pairs direct services with research and advocacy to achieve lasting change.  Healing and Justice » Heartland Alliance believes that solutions reside in individuals and in our communities. We believe that there can be no healing without justice, and no justice without healing.  Addressing Violence » No matter where in the world we work, no matter how promising the opportunity, violence is getting in the way. It’s disrupting lives and hurting all of us.  We need partners, advocates, dreamers, investors, analysts, and doers. We need YOU.       Stay connected with Heartland Alliance          ABOUT   |   BOARD LOGIN   |   PROGRAM DIRECTORY   |   CAREERS   |   PRIVACY POLICY   |   CONTACT US Copyright 2017, Heartland Alliance is a nonprofit, nonpartisan, nonsectarian organization. 208 S. LaSalle Street, Suite 1300, Chicago, IL 60604, 312.660.1300 We do not endorse candidates for political office. "
124,217,Heartland Alliance for Human Needs & Human Rights,safety net,http://www.heartlandalliance.org/," Metro, North-Northwest",https://www.heartlandalliance.org/get-informed/,"$(document).ready(function() {
	$('#headerbutton').click(function() {
  ga('send', 'event', 'donatebutton', 'click', 'Header');
});
});
$('#twofifty').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Two-Fifty');
});
$('#onehundred').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'One-Hundred');
});
$('#fifty').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Fifty');
});
$('#other').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Other');
});
$('#headerbutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Header');
});
$('#donatepagebutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Donate Page');
});
$('#homepagebutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Homepage Donate CTA');
});
$('#emailsignupbutton').on('click', function() {
  ga('send', 'event', 'emailsignup', 'click', 'Email Signup');
});
$('#internationallogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'International');
});
$('#healthlogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Health');
});
$('#housinglogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Housing');
});
$('#humancarelogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Human Care');
});
$('#programdirectorylink').on('click', function() {
  ga('send', 'event', 'programdirectory', 'click', 'Program Directory');
});
$('#twitterlink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'Twitter');
});
$('#facebooklink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'Facebook');
});
$('#youtubelink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'YouTube');
});     Get Informed Poverty, Homelessness, Injustice End Here If you believe that every life can change, 
we’ve got more to share.     Stay connected with Heartland Alliance          ABOUT   |   BOARD LOGIN   |   PROGRAM DIRECTORY   |   CAREERS   |   PRIVACY POLICY   |   CONTACT US Copyright 2017, Heartland Alliance is a nonprofit, nonpartisan, nonsectarian organization. 208 S. LaSalle Street, Suite 1300, Chicago, IL 60604, 312.660.1300 We do not endorse candidates for political office. "
125,217,Heartland Alliance for Human Needs & Human Rights,safety net,http://www.heartlandalliance.org/," Metro, North-Northwest",https://www.heartlandalliance.org/about/,"$(document).ready(function() {
	$('#headerbutton').click(function() {
  ga('send', 'event', 'donatebutton', 'click', 'Header');
});
});
$('#twofifty').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Two-Fifty');
});
$('#onehundred').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'One-Hundred');
});
$('#fifty').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Fifty');
});
$('#other').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Other');
});
$('#headerbutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Header');
});
$('#donatepagebutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Donate Page');
});
$('#homepagebutton').on('click', function() {
  ga('send', 'event', 'donatebutton', 'click', 'Homepage Donate CTA');
});
$('#emailsignupbutton').on('click', function() {
  ga('send', 'event', 'emailsignup', 'click', 'Email Signup');
});
$('#internationallogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'International');
});
$('#healthlogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Health');
});
$('#housinglogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Housing');
});
$('#humancarelogo').on('click', function() {
  ga('send', 'event', 'companylogo', 'click', 'Human Care');
});
$('#programdirectorylink').on('click', function() {
  ga('send', 'event', 'programdirectory', 'click', 'Program Directory');
});
$('#twitterlink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'Twitter');
});
$('#facebooklink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'Facebook');
});
$('#youtubelink').on('click', function() {
  ga('send', 'event', 'socialmedia', 'click', 'YouTube');
});     About Us  Heartland Alliance, one of the world’s leading anti-poverty organizations, works in communities in the U.S. and abroad to serve those who are homeless, living in poverty, or seeking safety. It provides a comprehensive array of services in the areas of health, housing, jobs and justice – and leads state and national policy efforts, which target lasting change for individuals and society. Mission Heartland Alliance advances the human rights and responds to the human needs of endangered populations—particularly the poor, the isolated, and the displaced—through the provision of comprehensive and respectful services and the promotion of permanent solutions leading to a more just global society.  MENU Poverty, Homelessness, Injustice End Here If you believe that every life can change, 
we’ve got more to share.     Stay connected with Heartland Alliance          ABOUT   |   BOARD LOGIN   |   PROGRAM DIRECTORY   |   CAREERS   |   PRIVACY POLICY   |   CONTACT US Copyright 2017, Heartland Alliance is a nonprofit, nonpartisan, nonsectarian organization. 208 S. LaSalle Street, Suite 1300, Chicago, IL 60604, 312.660.1300 We do not endorse candidates for political office. "
126,218,Inspiration Corporation,safety net,http://www.inspirationcorp.org/, Metro,http://www.inspirationcorp.org/about-pages-15.php,"Our Story  Inspiration Corporation was founded in 1989 by Lisa Nigro, a police officer who wanted to make a difference in the lives of the people she encountered on her beat. Click here to read the full story. about Mission: In an atmosphere of dignity and respect, Inspiration Corporation helps people who are affected by homelessness and poverty to improve their lives and increase self-sufficiency through the provision of social services, employment training and placement, and housing. Recent Tweets  If you are interested in finding out more information on Inspiration Kitchens, including information on catering or restaurant hours, menus and location: Through its supportive services, employment, and housing programs, Inspiration Corporation assists more than 2,500 individuals and families affected by homelessness and poverty each year - serving as a catalyst for self-reliance... learn more > "
127,220,La Casa Norte,safety net,http://www.lacasanorte.org/, Metro,http://www.lacasanorte.org/who-we-are/,"Who We Are The Mission/La Misión The mission of La Casa Norte is to serve youth and families confronting homelessness. We provide access to stable housing and deliver comprehensive services that act as a catalyst to transform lives and communities. La misión de La Casa Norte es servir a los jóvenes y las familias que enfrentan falta o inestabilidad de vivienda. Proporcionamos acceso a una vivienda estable y ofrecemos servicios integrales que actúan como un catalizador para transformar vidas y comunidades. The Vision/La Visión La Casa Norte dreams of a world where all people have dignity, communities thrive and everyone belongs. La Casa Norte sueña con un mundo donde todas las personas tienen dignidad, las comunidades crecen y todos pertenecen.  Core Values / Acuerdos We value the belief that when we: The result is that people have the POWER TO CREATE CHANGE within themselves, their families and their communities. Valoramos la creencia de que cuando: El resultado es que los clientes tienen el poder de cambiar dentro ellos mismo, sus familias, y sus comunidades.   "
128,222,Lawrence Hall Youth Services,safety net,http://www.lawrencehall.org/, Metro,https://www.lawrencehall.org/about-us/,"About Us Lawrence Hall is constant care, love and support For more than 150 years, Lawrence Hall has been delivering  high quality care to abused and neglected youth and their  families throughout the Chicago metropolitan area. The  agency has not only sustained itself for the duration, but  it has redefined how our traumatized youth are educated  and treated. Lawrence Hall is a statewide leader in highly-effective,  evidence-based, and innovative therapeutic treatment. The  agency’s unique continuum of care, which promotes overall well-being led by an expert staff, has positioned Lawrence  Hall to meet the changing and complex needs of youth and  families by not only becoming more community-based but  by developing more preventative programs that help curb  violence in our communities. Each year Lawrence Hall serves approximately 1,000 youth and families who have suffered severe trauma in their lives. For them, Lawrence Hall is a pathway to success and a better tomorrow. Take a moment to read through these pages to see what  Lawrence Hall means to its youth and families. See the change that Lawrence Hall is making in the lives of so many. We  encourage you to open your heart to these youth and families  and be a part of that change.   Contact Us 4833 N. Francisco AvenueChicago, Illinois 60625 Events Main Campus Community... Accreditations Resources Newsletter Sign-Up Follow Us Search 
				©2016 Lawrence Hall All rights reserved. 
                Site Construction by WorkSite 
 Join Us! Make a Monetary Donation Get Our eNEWSLETTER Volunteer Your Time Donation Donation via paypal from your visitors "
129,225,Life Span,safety net,http://life-span.org/, North-Northwest,http://life-span.org/about,"About Us About Life Span  Statement of Philosophy Life Span provides comprehensive services for women and children enabling them to stay together without violence, and/or to help women eliminate the abuse from their lives, build upon their strengths, and become self-sufficient. Life Span is committed to providing victims of abuse a range of non-residential options by defining domestic violence as a crime as well as a social problem. Life Span is also committed to reducing community acceptance and tolerance of abuse and increasing community awareness of domestic violence and sexual violence. Life Span provides community education and technical assistance to ensure responsive and appropriate treatment and delivery of public services to victims of domestic and sexual violence. History Life Span was founded in 1978 by a coalition of women and organizations in the North and Northwest suburbs of Cook County to address the urgent need of battered women in the area for services. In the last 34 years, Life Span has grown from a small, grass roots agency staffed by an Executive Director and a legion of volunteers to an agency employing 25 people. Our agency has grown from one which provided group counseling to one which is a leader in the provision of expert services from counseling and criminal court advocacy to legal representation in all types of family law cases.  Life Span has created a number of innovative programs, including the Police Project, the Target Abuser Call Project in conjunction with the State's Attorneys Office, and the Immigration Project. In addition, we are also the only agency in Illinois, and possibly the country, to put into practice Civil No Contact Orders for sexual assault survivors. Throughout our history, Life Span has been true to its original mission, the eradication of domestic and sexual violence in the lives of its individual clients and in society. Our direct domestic and sexual violence services work toward this goal.  In our advocacy and policy work, we use what we have learned from helping our clients, to create systems of change that positively impact survivors of domestic and sexual violence.  Computer Safety If you think your activities are being monitored, they probably are. If you are in danger, please try to use a safe computer that someone abusive does not have direct or remote (hacking) access to.  Support Our Mission   Follow Us on Facebook  Follow Us on Twitter Recent Posts Center for Legal Services & Advocacy Des Plaines Office Sorry, but we cannot support your browser. Please call Life Span at 312-408-1210 for more information. For a better browsing experience, please upgrade to a modern web browser. "
130,225,Life Span,safety net,http://life-span.org/, North-Northwest,http://life-span.org/services,"Services Life Span Services Victim Safety, Perpetrator Accountability, and Client Empowerment Life Span Anti-discrimination Statement Services For Victims of Domestic Violence Life Span provides legal services, advocacy, and counseling services to victims of domestic violence. Domestic violence attorneys represent clients within the Cook County area. Our attorneys provide representation for victims of domestic violence in divorce, custody, visitation, Orders of Protection (OP) and other issues presented in Cook County’s Domestic Relations Division.Immigration assistance for domestic violence clients is also provided. Services For Sexual Violence Survivors If you are a survivor of sexual abuse or sexual assault, you may be able to get a protective order to help keep you safe. You have rights under the law even if you did not report the assault to the police, if the assault happened some time ago, or if the police and/or State’s Attorney’s Office have told you that there is not enough evidence for a criminal case. Counseling Our counseling services are supportive and educational. Life Span believes that when given correct information, and a safe environment to ask questions and learn about resources, any client can become his/her own best advocate, and develop a safety plan that works. Training Life Span is an approved Illinois Certified Domestic Violence Professional (ICDVP) training site. Due to funding constraints, Life Span has temporarily suspended the Domestic Violence 40-hour training. Check back for updated information. * For more information, call: (847) 824-0382 Advocacy Life Span staff provide training to professionals who work with victims of domestic violence and sexual violence to ensure the responsive and appropriate delivery of public services to battered women, survivors, and their children by the medical community, criminal justice system, law enforcement, educators, and social service providers. Computer Safety If you think your activities are being monitored, they probably are. If you are in danger, please try to use a safe computer that someone abusive does not have direct or remote (hacking) access to.  Support Our Mission   Follow Us on Facebook  Follow Us on Twitter Recent Posts Center for Legal Services & Advocacy Des Plaines Office Sorry, but we cannot support your browser. Please call Life Span at 312-408-1210 for more information. For a better browsing experience, please upgrade to a modern web browser. "
